50.0	97.23463	466.58017	
50.0	104.89718	467.14484	
50.0	100.20005	466.66626	
50.0	99.94726	460.41623	
50.0	101.36823	464.0081	
50.0	108.56292	472.09214	
50.0	99.35326	463.71912	
50.0	100.69467	467.63129	
50.0	101.23698	469.13558	
50.0	95.44935	464.9831	
50.0	104.50275	463.15976	
50.0	100.14638	464.30938	
50.0	96.4018	462.12472	
50.0	99.08183	466.61119	
50.0	103.63798	461.63021	
50.0	103.83767	464.12622	
50.0	98.68071	469.45447	
50.0	100.33494	466.31692	
50.0	103.76941	463.28974	
50.0	107.14632	463.96412	
50.0	99.61532	463.23528	
50.0	101.7492	467.05286	
50.0	107.0528	467.82045	
50.0	100.27528	469.4002	
50.0	102.59255	467.48899	
50.0	98.28775	469.81803	
50.0	103.58951	464.6878	
50.0	98.57527	466.40725	
50.0	98.15763	465.12928	
50.0	96.93754	465.3463	
50.0	99.21512	469.37852	
50.0	101.46408	471.302	
50.0	100.70552	458.8987	
50.0	102.99298	463.30344	
50.0	100.87557	464.12356	
50.0	103.80726	464.55197	
50.0	102.86429	467.23791	
50.0	100.06522	460.15584	
50.0	100.69395	464.20425	
50.0	100.66047	467.111	
50.0	102.3959	465.7036	
50.0	105.01792	470.76117	
50.0	99.23358	464.73041	
50.0	102.80231	461.5977	
50.0	103.00343	464.40366	
50.0	101.38188	461.0287	
50.0	99.09971	466.80775	
50.0	100.48313	461.58663	
50.0	104.17462	465.42209	
50.0	100.09853	458.26114	
50.0	100.20611	468.45167	
50.0	102.85249	465.57586	
50.0	102.36267	467.749	
50.0	100.70777	460.87759	
50.0	99.3603	463.58831	
50.0	98.29396	469.11817	
50.0	97.72377	464.77448	
50.0	98.45836	471.30931	
50.0	101.42845	466.43442	
50.0	101.77492	473.72215	
50.0	100.17931	467.73067	
50.0	105.0456	469.65081	
50.0	102.34045	465.22691	
50.0	100.80832	465.61467	
50.0	99.84514	463.84792	
50.0	105.31696	468.42367	
50.0	103.31338	463.28004	
50.0	102.14103	466.96245	
50.0	97.62053	467.0928	
50.0	97.3251	466.42005	
50.0	103.04421	468.47191	
50.0	102.15346	463.25959	
50.0	104.497	467.82846	
50.0	102.28748	465.85457	
50.0	102.08622	467.96561	
50.0	105.06779	465.24514	
50.0	103.08551	462.26947	
50.0	101.92648	466.11289	
50.0	98.30588	461.14416	
50.0	98.81847	465.22959	
50.0	104.21061	464.68294	
50.0	99.00201	465.70379	
50.0	97.63621	461.24501	
50.0	93.95608	463.92003	
50.0	106.29716	461.50727	
50.0	99.10218	465.81998	
50.0	99.57418	464.58913	
50.0	105.17973	463.07	
50.0	102.34724	464.64321	
50.0	96.88403	462.97466	
50.0	104.09602	463.16245	
50.0	100.21506	464.11973	
50.0	100.38939	463.29718	
50.0	100.88414	467.57549	
50.0	102.50729	471.33291	
50.0	102.1171	462.20706	
50.0	102.07448	470.29822	
50.0	105.16398	466.48223	
50.0	100.96602	470.63347	
50.0	99.05065	467.68515	
50.0	101.96588	462.13775	
50.0	103.90162	465.24847	
50.0	105.34918	469.99868	
50.0	103.98682	460.36675	
50.0	98.4824	469.71521	
50.0	98.66281	461.91913	
50.0	97.32453	464.10982	
50.0	107.08514	466.2203	
50.0	105.35273	469.4118	
50.0	103.75807	459.90229	
50.0	98.16433	471.74145	
50.0	100.47125	463.21079	
50.0	99.2319	462.15245	
50.0	98.51251	469.73348	
50.0	104.06444	462.99183	
50.0	104.10186	459.69261	
50.0	96.42535	462.3043	
50.0	93.61168	463.32767	
50.0	100.87303	462.70412	
50.0	100.73298	462.60811	
50.0	103.89564	457.83781	
50.0	97.85834	461.76261	
50.0	97.95683	460.79151	
50.0	99.54138	465.20224	
50.0	103.99617	462.90727	
50.0	100.59094	466.05039	
50.0	101.23984	460.86718	
50.0	103.25074	468.35198	
50.0	103.65229	466.13989	
50.0	97.2763	460.35069	
50.0	99.63406	464.15908	
50.0	102.63047	466.83054	
50.0	104.4155	465.67515	
50.0	99.48116	465.82577	
50.0	100.86347	466.14627	
50.0	100.01492	461.575	
50.0	100.72965	462.6952	
50.0	100.72105	467.27454	
50.0	99.88951	462.27389	
50.0	100.35817	463.78302	
50.0	99.81198	462.48293	
50.0	100.67405	461.00559	
50.0	102.16113	467.20325	
50.0	101.04443	464.43506	
50.0	100.66884	467.06976	
50.0	96.5968	465.59244	
50.0	101.85262	464.45783	
50.0	102.90446	460.75836	
50.0	99.99542	459.3983	
50.0	96.39349	465.06534	
50.0	98.65909	468.54982	
50.0	101.08541	474.99444	
50.0	102.13385	462.07727	
50.0	101.39819	468.79139	
50.0	98.71669	464.16274	
50.0	98.13671	467.52614	
50.0	102.23584	466.02596	
50.0	99.91828	464.58035	
50.0	101.34868	463.1784	
50.0	99.41906	464.69907	
50.0	101.58663	460.876	
50.0	104.24337	467.3773	
50.0	103.85572	463.86232	
50.0	105.16559	464.31355	
50.0	102.17771	464.40993	
50.0	98.00912	461.27881	
50.0	98.60102	462.2834	
50.0	101.23711	467.68065	
50.0	101.31327	461.79169	
50.0	100.27069	466.05581	
50.0	101.45916	467.11237	
50.0	98.21213	465.67867	
50.0	101.34918	461.15727	
50.0	100.59676	471.38503	
50.0	103.76072	468.23697	
50.0	101.13783	470.02403	
50.0	103.68322	460.55991	
